reel_id,category,creator_popularity,audio_trendiness,avg_watch_length,production_quality
0,Food,0.5412789666324022,0.3299175732956408,37.76716447186021,0.761704637522605
1,Fashion,0.5241976039363134,0.10383602614958753,25.686759584222962,0.5135719665504475
2,Travel,0.37217199061417194,0.6025359095791034,32.38615913083308,0.39601000870350317
3,Music,0.25119161773922,0.192086552010055,39.064067147386986,0.9045763585774753
4,Fashion,0.9220972832843012,0.6009441244008542,45.23856131380212,0.8040512851146477
5,Music,0.3515458270237748,0.8378963874736283,34.31213977767501,0.9061627260451266
6,Dance,0.3169596593346281,0.837046109429112,42.838272135258165,0.7424106045217769
7,DIY,0.7370184996330443,0.23746515034422733,46.59182031317704,0.5535153077233081
8,Food,0.6505090476828299,0.5720320024112897,32.22776948699044,0.4041635071023139
9,Fashion,0.8717398290506998,0.5955471995426482,42.496581430102886,0.46553939709495307
10,Education,0.8575936896258687,0.04183814420959448,44.24608205316321,0.36792198103800355
11,Dance,0.7284401768740592,0.3108055321476707,30.67808919007961,0.5130569805779814
12,DIY,0.2711265360750986,0.34256100135371925,38.35246225569689,0.43915220543644434
13,Sports,0.45134544786041986,0.674808465384861,17.57464023536398,0.36815945511225784
14,Travel,0.578436742509325,0.29063717330724775,16.56413545594819,0.9275098789638947
15,Dance,0.5871217779058486,0.8501857427281341,22.494391276842464,0.9676909682158066
16,Dance,0.687100823356826,0.6017381611464407,34.603717238505496,0.5297248956118668
17,Travel,0.48424962130942883,0.2579779596658602,37.65514254499935,0.8639050179216337
18,Fashion,0.7634330635636938,0.3455664055363767,17.71490359522886,0.6652995840540769
19,Food,0.17801803247119208,0.674352073124586,30.213186786753752,0.8676442478548958
20,Comedy,0.6816928042389173,0.3103280166203104,30.799917803276834,0.8314541514520464
21,Education,0.4640295395962877,0.388847769864427,21.959064926050782,0.5004524875669092
22,Travel,0.618119437242245,0.8395769746668287,29.39604063971121,0.670524566112753
23,Education,0.6862604311453517,0.5407476248517857,40.155421872855776,0.3469694627672172
24,Comedy,0.5316296254965407,0.6808053807855032,32.05838620972975,0.5756563553648788
25,Dance,0.520754966125571,0.4617882790803637,39.969098512434506,0.7291872584029266
26,Sports,0.5519758091146886,0.4743589624758699,38.644193000540774,0.5285567747512432
27,Dance,0.5440990547027676,0.4952952986354558,36.67485973139922,0.666229569006416
28,Education,0.7368723647501979,0.7655305460890836,31.127965015591084,0.47899272600076237
29,Travel,0.9166604508539719,0.14074390479690693,34.64510476262102,0.929204583491533
30,Food,0.5892430483581894,0.8540524650313975,23.77040670416692,0.5536859283899602
31,Music,0.6796358118429084,0.8911900548488525,42.09344663898191,0.8314052244088617
32,Travel,0.89243449908198,0.3241116572342403,46.6219386805632,0.308376674514846
33,Dance,0.4321907362952051,0.6404059445708932,22.167826990283064,0.7034888575937901
34,Food,0.4447688969675737,0.4935905963353901,22.946739464973135,0.574997958619103
35,Education,0.5580991952019116,0.37958320455609956,31.792382125935024,0.6832892311173364
36,Music,0.7864587513374405,0.8446285242893135,21.631394453331083,0.32280400845142604
37,DIY,0.8790676572138351,0.62220287439129,36.54593145797718,0.7376329200614051
38,Travel,0.24485174488278294,0.3856577154589327,21.993247028122305,0.9800105272368391
39,Food,0.4026669396473401,0.3215035375889856,50.69014430980164,0.7243009013163892
40,Food,0.47479757105425624,0.7643762553766525,47.655138273039654,0.6174148764081553
41,Food,0.5813672713582713,0.29040755651694644,37.701818316343015,0.4177323983255099
42,DIY,0.4902217125923683,0.7830387819033694,28.09678326707407,0.87485742279404
43,Education,0.5927106468702208,0.767151589038971,41.72151921894594,0.893918709084488
44,Education,0.41000967606992705,0.749357147395144,28.754080542907534,0.6957751696044995
45,Fashion,0.4794200471119502,0.8407645733332368,24.51364733250365,0.42993448205759055
46,Sports,0.732565470495567,0.8113974905323991,16.189273119236372,0.9260469206449207
47,Education,0.9270701457100317,0.46396689560634957,24.975665525065875,0.6880753771433145
48,Education,0.140944493375652,0.4466031322747459,44.3917193261836,0.63922676257909
49,Education,0.9243264736498634,0.412053039917213,43.791026447966544,0.9771163666421094
50,Music,0.4304013166117956,0.4872494772221253,36.85849537877942,0.8282760731768097
51,Music,0.3201097082100891,0.15569314581413807,31.812723724239884,0.7323919419082074
52,Fashion,0.7570736031260087,0.30837048107917736,20.14567877022541,0.34572346428951917
53,Comedy,0.43365410577279423,0.4166559671530917,27.13465819293319,0.7470260555938287
54,DIY,0.9394893496954447,0.7005998370438714,27.935538594235055,0.31715502595263456
55,Sports,0.3840667858576898,0.2520303375211656,30.529114804952822,0.39018347000640186
56,Comedy,0.815733406714137,0.06763288957827936,24.515057207198545,0.32237003628388106
57,Comedy,0.8405192649302524,0.6539519936764232,37.693451634773226,0.4654400378071441
58,Music,0.9359092652892557,0.676273817398922,26.32846854307588,0.61368049141281
59,Travel,0.41859419133000225,0.11782487295755659,27.236870239327253,0.8634148662409689
60,DIY,0.5689149346787098,0.41255296982176276,36.77820090178982,0.44984813941962987
61,Dance,0.4550588151881089,0.4690983042671397,35.600520188595404,0.9959009585262519
62,Sports,0.9541575834681025,0.3481344975523375,40.837932553413154,0.5395784026234307
63,Food,0.2589907573570062,0.4375216534496548,25.72280099381657,0.42705790128593324
64,Fashion,0.9257669943596607,0.1763028043460109,38.91640295531089,0.9794895130266776
65,Music,0.722161693116103,0.262757093496881,18.347250808592975,0.6363368845331223
66,Sports,0.453426783603308,0.4750764299977688,29.833430802635174,0.4917278145623187
67,Food,0.2316625979964377,0.9704168042989227,23.36532583808006,0.7516604237776676
68,Comedy,0.3816449128593707,0.2581053531140294,30.5885665396941,0.7341701287351612
69,Food,0.5582623009006333,0.8320288092309602,42.55863904994508,0.683156512907289
70,Fashion,0.46426940456393156,0.5361753457300105,13.648362713414262,0.6534140403240851
71,Comedy,0.7433941882343826,0.49878999166062604,42.51076470531622,0.7714474655752803
72,Food,0.9686947831498619,0.7365386412906956,41.839229752326645,0.6336602960763316
73,Travel,0.7723700676876726,0.9594935490431798,28.302564886784584,0.9132031691880054
74,Sports,0.9072828367940136,0.3678182766919067,25.106391714044502,0.7103243383326043
75,Food,0.3969068289846528,0.03916033104120661,34.244207867613355,0.5629934251263717
76,Music,0.8083605019178098,0.6316202403891129,16.686625306007564,0.4406485569795158
77,Dance,0.24470143766638405,0.27772346650452323,42.707348095702514,0.5394625003205762
78,Fashion,0.8249065274731752,0.20139679095004015,46.76509205875705,0.4489765106528276
79,Travel,0.5481184880081494,0.6120580298492496,25.569146271249632,0.5082923655715121
80,Dance,0.34691340639944035,0.7846329038699862,27.279136734075543,0.613812428390249
81,Travel,0.21176096415449777,0.35225760019441904,36.80753225159357,0.5841803761089692
82,Dance,0.29165865461431695,0.6327289810179831,25.38579896413787,0.4015339690238485
83,Music,0.4082709305316297,0.6859530001115057,26.39085691042669,0.5797374370809412
84,Sports,0.4831601461160225,0.40255158161476146,37.93229896337738,0.5190154336397313
85,Fashion,0.5773165628774423,0.29645451026739045,31.65275048005598,0.5680743696046142
86,Food,0.8782637775309884,0.3128697285919502,37.36883326713926,0.8810311525826295
87,Music,0.7169975687266534,0.05895921515115366,43.79606558077886,0.6141525544191158
88,Sports,0.41238859430999464,0.5675545694215871,24.858651640080055,0.9208310476364079
89,Fashion,0.9519769991871794,0.2401116312259714,33.647468669860054,0.6323145124068755
90,DIY,0.7248648647160039,0.48607461958139747,22.490903292503397,0.9159882135512223
91,Music,0.6547453673660735,0.5959622383462903,39.9909379463507,0.9122697390121277
92,Dance,0.6744187287661274,0.10934213045619977,30.90389189191894,0.33381245778832314
93,Food,0.5469295022231918,0.5382330989616848,33.457437041439526,0.3979329293459761
94,Comedy,0.8336005594764783,0.09518090346623866,43.28246577225379,0.3161774333602668
95,DIY,0.7868932567426836,0.21881569014921176,19.957261876097522,0.6048716095380617
96,Dance,0.42164743304201113,0.6322684755644317,34.798320667257265,0.5198747601786553
97,Dance,0.4227406993464635,0.8591559707023463,22.97898275216018,0.3014146449468172
98,Travel,0.9321110564309628,0.6416833793950285,35.93547069174941,0.6392621847191025
99,Music,0.448670922117222,0.14232634915396808,16.856222299429636,0.9627336534131214
100,Comedy,0.5973887719300801,0.339098522608454,28.15023531994781,0.6299285380676672
101,Dance,0.6400529496678049,0.6532218694175518,28.33127223988055,0.4971743752558804
102,Comedy,0.28962471316722777,0.6728957205366181,41.63219304322601,0.8409892044973162
103,Travel,0.3816483667898516,0.37209960784583374,35.15097786080422,0.5489644148658857
104,Fashion,0.6512074083470042,0.05925446222841743,22.23281220964244,0.5391586174596483
105,Fashion,0.46617988372097313,0.6276886705955124,26.30819119933357,0.6001774675126605
106,DIY,0.5037342970627338,0.18901721844157068,40.5698131209144,0.9812683902415944
107,Comedy,0.7824275954199643,0.5520275088589158,29.233299473545994,0.444301968514075
108,Fashion,0.11654016302640889,0.5178834193610864,33.4723879944255,0.4161622438869956
109,Music,0.7284118680077093,0.6781202751162917,27.926014476250934,0.9646817950099686
110,Music,0.692709546455332,0.4466908938405394,38.9409617175235,0.4455118902217494
111,DIY,0.6782973083817957,0.7108232702131556,40.514973095855666,0.304367117321309
112,Travel,0.4479136104168364,0.3429098855916293,49.76146836131349,0.7095485717477821
113,Food,0.6056579207889334,0.6424469056821962,26.598272188325993,0.5579679383578189
114,DIY,0.6157736690305918,0.6707914790301622,26.645519859075065,0.722795969826274
115,Fashion,0.6186838305090733,0.767811130465328,33.143467688352374,0.9984401436156431
116,Sports,0.8242700703191416,0.5114611522684813,28.78171291270628,0.37074112476195975
117,DIY,0.869100653891487,0.33991965660176954,19.21240284523772,0.7197989106804292
118,Fashion,0.5396049502660066,0.6615807021713282,39.237426094057184,0.665652036821966
119,Sports,0.6789103701478172,0.8924659631069171,40.76321243216254,0.5490804537394737
120,Comedy,0.7437905948632331,0.11636232642850428,20.227175099672188,0.347818578250553
121,DIY,0.4726850818464202,0.36640295790025,28.05955789571596,0.6215045603902077
122,Travel,0.8625986131620145,0.3660591590752538,41.204686103606434,0.3557797707100895
123,Dance,0.15532485755124456,0.29661477765357014,14.430147368769255,0.3417584201996857
124,Comedy,0.6697600229986124,0.8741565891209598,33.03980205067952,0.531190513801024
125,Comedy,0.04719603320628501,0.45834275002390434,33.429213963115075,0.8632744385127675
126,Comedy,0.5747947914891793,0.42012874817614465,27.015271511763242,0.8847147636132848
127,Music,0.15157544568930809,0.679451681216869,34.585301271130234,0.4833163104929594
128,Dance,0.9844065095255251,0.15292544183049395,35.56439117457046,0.9783645639503131
129,Travel,0.7890987980042875,0.7280395038648135,20.331259195651775,0.5119538748606229
130,Education,0.4292483380212181,0.8984508618536793,40.224839134811305,0.8616521252939731
131,Fashion,0.6991092734050749,0.4570423622878498,30.198916086092932,0.8159790954097124
132,Sports,0.7613027357818977,0.17228914364247513,44.00024746181218,0.7427657312068541
133,Fashion,0.8466176322476135,0.7958200074675685,20.647369247003557,0.614988394653748
134,DIY,0.40009800577589716,0.6606254085582414,28.00679631545274,0.6947996188134946
135,DIY,0.19119135561037448,0.2094062775362583,25.64451264186861,0.4115070966973175
136,Education,0.6366489020478555,0.47997802993511446,27.131483435614513,0.36969058876010114
137,DIY,0.11163233232100342,0.5302936708650525,49.49591866868963,0.5070856966055106
138,Sports,0.5056713599972296,0.5522130751673322,28.434164514283474,0.8943384419294953
139,Food,0.48485771238087827,0.07972025760399122,31.800222737636442,0.9353670007170096
140,Comedy,0.31571770102599217,0.5784201819500806,30.793968799252767,0.5624744029862931
141,Comedy,0.7939172481354169,0.7575740326229911,27.772514764057167,0.8723295953897214
142,Education,0.6718704418069124,0.28684050573406517,26.709060616532017,0.6688928729626384
143,Food,0.9138221955929445,0.31722632616557456,37.332883047100886,0.40527603180298344
144,DIY,0.6882915681402387,0.3301577103127577,25.828914066930572,0.5052922083680539
145,Education,0.9940004687585081,0.7453671885920853,34.93950137371668,0.6141569087155214
146,Music,0.7795988523100507,0.40252089632500754,37.049714521225106,0.4312271519175169
147,DIY,0.742968272012171,0.8611717405999414,29.99889399152641,0.7409346038825745
148,Dance,0.72237953369321,0.033321579628916964,34.2751188051344,0.9818569986804551
149,Sports,0.09956799144819387,0.19424232668959682,25.5657488807682,0.6795839992807305
150,Food,0.5528821812921653,0.44865621339742257,30.691589477458173,0.6969248672511434
151,Fashion,0.8013156134613977,0.4238812407384127,18.60010200928054,0.43448618651253823
152,Food,0.41553883237731043,0.32870464261627447,24.835155746684972,0.9021586065700895
153,DIY,0.37756235331565613,0.4449813979617105,33.90742535553428,0.47293316942879343
154,Education,0.8250146503820416,0.6630064278269422,43.126165325495165,0.7811983679817336
155,Sports,0.6730388231251874,0.2610010102290608,36.0676652818243,0.37054581982378276
156,Travel,0.21095727691112193,0.3073404305222844,35.50387913605999,0.9136715816857839
157,Fashion,0.4905743005210129,0.6481813167468201,37.982574816375035,0.6004133069473396
158,Comedy,0.44203816127883133,0.37734176896546046,25.388836022238987,0.3831686745416562
159,Travel,0.8167553655892548,0.8376093132398273,29.624122071550996,0.519755735870046
160,Sports,0.8134329655190713,0.3742875200304576,28.544184731396257,0.916965271716397
161,Travel,0.1803277526520438,0.5281276265247655,17.893400835209782,0.9123269912419474
162,Education,0.8320672462715405,0.5730019148828825,20.85873703042231,0.8714567190749449
163,Food,0.6255280815129286,0.6348662272622726,34.90854481722793,0.8217962686911939
164,DIY,0.9790003114358937,0.554512203523582,41.31792257871814,0.4797003266002019
